Dyad,Temperature,Trial,AI Subject Without Values,AI Subject With Values,AI Proxy Without Values,AI Proxy With Values,Human Proxy
8,1.8,8,1,2,1,1,0
8,1.8,9,0,1,1,2,0
8,1.8,10,1,2,1,1,0
8,2,1,2,1,1,2,0
8,2,2,1,1,1,1,0
8,2,3,1,1,1,1,0
8,2,4,1,1,1,3,0
8,2,5,2,1,1,2,0
8,2,6,1,2,1,1,0
8,2,7,1,2,1,1,0
8,2,8,1,1,1,2,0
8,2,9,1,1,1,2,0
8,2,10,1,2,1,2,0
9,0.2,1,2,3,2,3,0
9,0.2,2,2,3,2,3,0
9,0.2,3,1,3,2,3,0
9,0.2,4,2,3,2,3,0
9,0.2,5,2,3,1,3,0
9,0.2,6,2,3,1,3,0
9,0.2,7,2,3,2,3,0
9,0.2,8,2,3,2,3,0
9,0.2,9,2,3,2,3,0
9,0.2,10,2,3,2,3,0
9,0.4,1,2,3,2,3,0
9,0.4,2,1,3,2,3,0
9,0.4,3,2,3,2,3,0
9,0.4,4,0,3,2,3,0
9,0.4,5,2,3,2,3,0
9,0.4,6,2,3,2,3,0
9,0.4,7,1,3,2,3,0
9,0.4,8,1,3,2,3,0
9,0.4,9,2,3,2,3,0
9,0.4,10,2,3,2,3,0
9,0.6,1,2,3,2,3,0
9,0.6,2,2,3,2,3,0
9,0.6,3,2,3,1,3,0
9,0.6,4,1,2,2,3,0
9,0.6,5,1,3,2,3,0
9,0.6,6,1,3,2,3,0
9,0.6,7,2,2,1,3,0
9,0.6,8,2,3,2,3,0
9,0.6,9,1,2,1,3,0
9,0.6,10,1,3,1,3,0
9,0.8,1,2,3,2,3,0
9,0.8,2,2,3,1,3,0
9,0.8,3,2,3,2,3,0
9,0.8,4,2,3,2,3,0
9,0.8,5,2,2,1,3,0
9,0.8,6,0,3,1,3,0
9,0.8,7,2,2,1,3,0
9,0.8,8,1,3,1,3,0
9,0.8,9,1,3,2,3,0
9,0.8,10,2,3,1,3,0
9,1,1,1,3,2,3,0
9,1,2,1,3,2,3,0
9,1,3,1,3,2,3,0
9,1,4,2,2,2,2,0
9,1,5,1,3,2,3,0
9,1,6,2,3,2,3,0
9,1,7,2,2,1,3,0
9,1,8,2,3,2,3,0
9,1,9,0,3,2,3,0
9,1,10,2,3,2,3,0
9,1.2,1,1,3,1,3,0
9,1.2,2,1,3,2,3,0
9,1.2,3,1,3,2,3,0
9,1.2,4,2,3,1,3,0
9,1.2,5,1,1,2,3,0
9,1.2,6,2,3,2,3,0
9,1.2,7,1,2,1,3,0
9,1.2,8,1,2,1,3,0
9,1.2,9,2,2,2,3,0
9,1.2,10,1,2,1,3,0
9,1.4,1,1,3,1,3,0
9,1.4,2,1,3,2,3,0
9,1.4,3,1,3,1,2,0
9,1.4,4,1,2,1,3,0
9,1.4,5,2,2,1,3,0
9,1.4,6,1,3,1,2,0
9,1.4,7,1,2,1,3,0
9,1.4,8,1,2,2,3,0
9,1.4,9,1,2,2,3,0
9,1.4,10,2,2,2,3,0
9,1.6,1,0,2,1,3,0
9,1.6,2,2,2,2,3,0
9,1.6,3,1,2,2,3,0
9,1.6,4,2,2,1,3,0
9,1.6,5,2,3,1,3,0
9,1.6,6,2,2,1,2,0
9,1.6,7,0,2,2,3,0
9,1.6,8,1,3,1,2,0
9,1.6,9,1,1,2,3,0
9,1.6,10,2,2,1,3,0
9,1.8,1,2,1,2,3,0
9,1.8,2,2,2,1,3,0
9,1.8,3,2,3,2,3,0
9,1.8,4,1,3,1,1,0
9,1.8,5,1,3,1,3,0
9,1.8,6,2,2,2,3,0
9,1.8,7,2,2,2,3,0
9,1.8,8,0,3,2,2,0
9,1.8,9,2,0,1,3,0
9,1.8,10,2,3,2,3,0
9,2,1,2,1,1,3,0
9,2,2,1,1,2,3,0
9,2,3,1,3,1,2,0
9,2,4,2,3,2,2,0
9,2,5,0,2,2,3,0
9,2,6,1,2,1,3,0
9,2,7,0,1,2,2,0
9,2,8,1,1,2,2,0
9,2,9,2,0,1,3,0
9,2,10,0,1,2,3,0
10,0.2,1,1,3,1,3,2
10,0.2,2,1,3,1,3,2
10,0.2,3,1,3,1,3,2
10,0.2,4,1,3,1,3,2
10,0.2,5,1,3,1,3,2
10,0.2,6,1,3,1,3,2
10,0.2,7,1,3,1,3,2
10,0.2,8,1,3,1,3,2
10,0.2,9,1,3,1,3,2
10,0.2,10,1,3,1,3,2
10,0.4,1,1,3,1,3,2
10,0.4,2,1,3,1,3,2
10,0.4,3,1,3,1,3,2
10,0.4,4,1,3,1,3,2
10,0.4,5,1,3,2,3,2
10,0.4,6,1,3,1,3,2
10,0.4,7,1,3,2,3,2
10,0.4,8,1,3,2,3,2
10,0.4,9,1,3,1,3,2
10,0.4,10,2,3,2,3,2
10,0.6,1,1,3,2,3,2
10,0.6,2,1,3,2,3,2
10,0.6,3,1,2,1,3,2
10,0.6,4,1,2,1,3,2
10,0.6,5,1,3,1,3,2
10,0.6,6,1,1,2,3,2
10,0.6,7,1,3,2,3,2
10,0.6,8,1,3,1,3,2
10,0.6,9,1,3,2,3,2
10,0.6,10,1,3,1,3,2
10,0.8,1,1,3,1,3,2
10,0.8,2,1,3,1,3,2
10,0.8,3,1,2,1,3,2
10,0.8,4,1,2,1,3,2
10,0.8,5,1,3,1,3,2
10,0.8,6,1,3,1,3,2
10,0.8,7,1,3,1,3,2
10,0.8,8,1,2,1,3,2
10,0.8,9,1,3,1,3,2
10,0.8,10,1,3,1,3,2
10,1,1,1,3,1,3,2
10,1,2,1,3,1,3,2
10,1,3,1,2,0,3,2
10,1,4,2,3,2,3,2
10,1,5,1,2,1,3,2
10,1,6,2,2,1,3,2
10,1,7,2,2,1,2,2
10,1,8,0,3,1,3,2
10,1,9,2,3,1,3,2
10,1,10,0,3,1,3,2
10,1.2,1,1,1,1,3,2
10,1.2,2,0,2,2,3,2
10,1.2,3,0,3,1,3,2
10,1.2,4,1,3,1,3,2
10,1.2,5,1,2,1,3,2
10,1.2,6,1,3,1,3,2
10,1.2,7,1,1,1,3,2
10,1.2,8,1,2,1,3,2
10,1.2,9,1,2,2,3,2
10,1.2,10,1,3,1,3,2
10,1.4,1,0,1,1,3,2
10,1.4,2,1,2,1,3,2
10,1.4,3,2,3,1,3,2
10,1.4,4,1,2,1,3,2
10,1.4,5,1,3,1,3,2
10,1.4,6,2,3,1,3,2
10,1.4,7,1,3,1,3,2
10,1.4,8,1,3,2,3,2
10,1.4,9,0,3,1,3,2
10,1.4,10,1,2,1,3,2
10,1.6,1,1,2,2,3,2
10,1.6,2,0,3,2,2,2
10,1.6,3,1,1,1,3,2
10,1.6,4,2,2,2,3,2
10,1.6,5,1,1,1,3,2
10,1.6,6,1,3,1,3,2
10,1.6,7,2,2,1,3,2
10,1.6,8,1,3,1,2,2
10,1.6,9,1,2,1,3,2
10,1.6,10,1,1,1,3,2
10,1.8,1,1,3,1,3,2
10,1.8,2,1,2,2,2,2
10,1.8,3,2,3,2,2,2
10,1.8,4,2,2,1,3,2
10,1.8,5,1,1,1,3,2
10,1.8,6,1,2,2,3,2
10,1.8,7,1,3,1,3,2
10,1.8,8,2,1,1,3,2
10,1.8,9,1,1,1,3,2
10,1.8,10,1,2,1,3,2
10,2,1,0,2,1,3,2
10,2,2,1,3,1,0,2
10,2,3,1,2,1,3,2
10,2,4,1,1,1,3,2
10,2,5,1,3,0,3,2
10,2,6,2,3,1,3,2
10,2,7,1,3,1,3,2
10,2,8,1,2,1,3,2
10,2,9,1,2,1,2,2
10,2,10,1,1,2,3,2
11,0.2,1,1,1,1,1,0
11,0.2,2,0,1,1,1,0
11,0.2,3,1,1,1,1,0
11,0.2,4,1,1,1,1,0
11,0.2,5,0,1,1,1,0
11,0.2,6,1,1,1,1,0
11,0.2,7,0,1,1,1,0
11,0.2,8,1,1,1,1,0
11,0.2,9,0,1,1,1,0
11,0.2,10,0,1,1,1,0
11,0.4,1,0,1,0,1,0
11,0.4,2,0,1,1,1,0
11,0.4,3,0,1,1,1,0
11,0.4,4,0,1,0,1,0
11,0.4,5,0,1,1,1,0
11,0.4,6,1,1,1,1,0
11,0.4,7,0,1,1,1,0
11,0.4,8,1,1,0,1,0
11,0.4,9,0,1,1,1,0
11,0.4,10,2,1,1,1,0
11,0.6,1,0,1,1,1,0
11,0.6,2,1,1,1,1,0
11,0.6,3,0,1,1,1,0
11,0.6,4,1,1,1,1,0
11,0.6,5,0,1,1,1,0
11,0.6,6,2,1,1,1,0
11,0.6,7,1,1,1,1,0
11,0.6,8,0,1,1,1,0
11,0.6,9,1,0,2,1,0
11,0.6,10,0,1,1,1,0
11,0.8,1,2,1,1,1,0
11,0.8,2,1,0,1,1,0
11,0.8,3,1,1,0,1,0
11,0.8,4,0,1,1,1,0
11,0.8,5,1,1,0,1,0
11,0.8,6,2,1,1,1,0
11,0.8,7,2,1,0,1,0
11,0.8,8,1,1,2,1,0
11,0.8,9,1,1,1,1,0
11,0.8,10,1,1,0,1,0
11,1,1,1,1,0,1,0
11,1,2,0,1,1,1,0
11,1,3,1,1,0,1,0
11,1,4,0,1,1,1,0
11,1,5,0,1,0,0,0
11,1,6,2,1,2,1,0
11,1,7,1,1,1,1,0
11,1,8,0,1,1,1,0
11,1,9,0,0,0,0,0
11,1,10,1,1,1,1,0
11,1.2,1,2,1,0,1,0
11,1.2,2,0,0,1,1,0
11,1.2,3,1,1,1,1,0
11,1.2,4,1,1,1,1,0
11,1.2,5,1,0,1,1,0
11,1.2,6,2,0,1,1,0
11,1.2,7,1,1,0,1,0
11,1.2,8,1,1,1,0,0
11,1.2,9,1,1,1,1,0
11,1.2,10,1,1,1,1,0
11,1.4,1,1,1,1,1,0
11,1.4,2,0,1,0,1,0
11,1.4,3,1,0,1,1,0
11,1.4,4,0,1,1,0,0
11,1.4,5,0,1,0,1,0
11,1.4,6,1,1,1,1,0
11,1.4,7,1,1,1,1,0
11,1.4,8,1,0,1,1,0
11,1.4,9,1,0,1,1,0
11,1.4,10,0,0,2,1,0
11,1.6,1,2,1,0,1,0
11,1.6,2,1,0,1,1,0
11,1.6,3,1,1,1,1,0
11,1.6,4,1,0,1,1,0
11,1.6,5,0,1,0,1,0
11,1.6,6,0,1,0,1,0
11,1.6,7,2,1,0,0,0
11,1.6,8,0,1,1,1,0
11,1.6,9,0,1,1,1,0
11,1.6,10,2,0,1,1,0
11,1.8,1,1,0,0,1,0
11,1.8,2,1,1,1,1,0
11,1.8,3,0,1,0,1,0
11,1.8,4,0,0,0,0,0
11,1.8,5,1,1,0,1,0
11,1.8,6,0,0,0,1,0
11,1.8,7,0,1,0,1,0
11,1.8,8,0,0,1,1,0
11,1.8,9,1,1,0,1,0
11,1.8,10,0,1,1,1,0
11,2,1,1,1,0,1,0
11,2,2,0,1,0,1,0
11,2,3,0,1,0,1,0
11,2,4,3,1,0,1,0
11,2,5,1,1,2,1,0
11,2,6,0,0,1,1,0
11,2,7,1,0,2,1,0
11,2,8,1,1,1,1,0
11,2,9,0,0,1,1,0
11,2,10,2,1,0,1,0
12,0.2,1,2,2,3,2,3
12,0.2,2,2,2,3,2,3
12,0.2,3,2,2,2,2,3
12,0.2,4,2,2,2,2,3
12,0.2,5,2,2,2,2,3
12,0.2,6,2,2,2,2,3
12,0.2,7,2,2,2,2,3
12,0.2,8,2,2,2,2,3
12,0.2,9,2,2,3,2,3
12,0.2,10,2,2,2,2,3
12,0.4,1,1,2,3,2,3
12,0.4,2,2,2,2,2,3
12,0.4,3,0,2,3,2,3
12,0.4,4,2,2,3,2,3
12,0.4,5,2,2,1,2,3
12,0.4,6,2,2,2,2,3
12,0.4,7,2,2,3,2,3
12,0.4,8,2,2,1,2,3
12,0.4,9,2,2,3,2,3
12,0.4,10,2,2,3,2,3
12,0.6,1,2,2,2,2,3
12,0.6,2,2,1,1,2,3
12,0.6,3,2,1,1,2,3
12,0.6,4,1,2,0,2,3
12,0.6,5,2,2,2,2,3
12,0.6,6,2,3,2,2,3
12,0.6,7,2,2,3,2,3
12,0.6,8,2,2,2,2,3
12,0.6,9,1,2,2,2,3
12,0.6,10,1,2,1,2,3
12,0.8,1,1,1,2,2,3
12,0.8,2,2,2,1,2,3
12,0.8,3,2,2,3,2,3
12,0.8,4,2,2,2,2,3
12,0.8,5,2,2,2,2,3
12,0.8,6,1,2,1,2,3
12,0.8,7,1,1,2,1,3
12,0.8,8,2,2,2,2,3
12,0.8,9,2,2,0,2,3
12,0.8,10,2,1,3,2,3
12,1,1,2,2,2,2,3
12,1,2,2,2,3,2,3
12,1,3,3,1,2,2,3
12,1,4,1,0,3,2,3
12,1,5,2,2,1,2,3
12,1,6,3,2,1,2,3
12,1,7,1,2,2,2,3
12,1,8,1,2,2,2,3
12,1,9,2,2,2,2,3
12,1,10,1,1,1,2,3
12,1.2,1,1,2,2,2,3
12,1.2,2,2,3,1,2,3
12,1.2,3,1,0,1,1,3
12,1.2,4,1,2,2,2,3
12,1.2,5,2,1,3,2,3
12,1.2,6,2,1,1,2,3
12,1.2,7,2,2,3,2,3
12,1.2,8,2,2,2,2,3
12,1.2,9,2,2,2,2,3
12,1.2,10,2,1,2,1,3
12,1.4,1,2,2,2,2,3
12,1.4,2,1,1,2,2,3
12,1.4,3,1,2,2,2,3
12,1.4,4,1,2,2,2,3
12,1.4,5,2,0,2,2,3
12,1.4,6,0,2,1,2,3
12,1.4,7,1,1,1,2,3
12,1.4,8,2,1,1,2,3
12,1.4,9,0,2,2,2,3
12,1.4,10,1,1,2,2,3
12,1.6,1,1,0,3,2,3
12,1.6,2,2,1,1,2,3
12,1.6,3,2,0,3,1,3
12,1.6,4,2,2,2,2,3
12,1.6,5,2,1,2,2,3
12,1.6,6,0,1,1,2,3
12,1.6,7,2,1,1,1,3
12,1.6,8,2,0,2,1,3
12,1.6,9,1,2,2,2,3
12,1.6,10,2,0,1,2,3
12,1.8,1,1,1,2,1,3
12,1.8,2,2,2,2,2,3
12,1.8,3,1,1,2,2,3
12,1.8,4,1,2,2,1,3
12,1.8,5,1,0,3,2,3
12,1.8,6,1,1,2,2,3
12,1.8,7,2,1,1,2,3
12,1.8,8,2,0,2,1,3
12,1.8,9,2,2,1,2,3
12,1.8,10,0,0,3,2,3
12,2,1,1,1,2,2,3
12,2,2,2,1,1,2,3
12,2,3,2,0,1,2,3
12,2,4,1,1,2,2,3
12,2,5,0,2,2,2,3
12,2,6,2,2,3,2,3
12,2,7,1,2,2,1,3
12,2,8,2,2,2,3,3
12,2,9,2,0,2,2,3
12,2,10,2,2,1,2,3
13,0.2,1,1,3,1,3,2
13,0.2,2,0,3,0,3,2
13,0.2,3,1,3,0,3,2
13,0.2,4,0,3,1,3,2
13,0.2,5,1,3,1,3,2
13,0.2,6,1,3,0,3,2
13,0.2,7,1,3,0,3,2
13,0.2,8,1,3,1,3,2
13,0.2,9,1,3,0,3,2
13,0.2,10,0,3,0,3,2
13,0.4,1,0,3,1,3,2
13,0.4,2,0,3,0,3,2
13,0.4,3,0,3,2,3,2
13,0.4,4,0,3,1,3,2
13,0.4,5,0,2,0,3,2
13,0.4,6,0,3,0,3,2
13,0.4,7,0,3,0,3,2
13,0.4,8,0,3,0,3,2
13,0.4,9,0,3,1,3,2
13,0.4,10,0,3,1,3,2
13,0.6,1,0,3,2,3,2
13,0.6,2,2,3,0,3,2
13,0.6,3,0,2,1,3,2
13,0.6,4,0,3,0,3,2
13,0.6,5,1,3,0,3,2
13,0.6,6,0,3,2,3,2
13,0.6,7,0,3,2,3,2
13,0.6,8,1,3,3,3,2
13,0.6,9,0,2,2,3,2
13,0.6,10,0,3,1,3,2
13,0.8,1,0,2,1,3,2
13,0.8,2,0,2,2,3,2
13,0.8,3,0,2,1,3,2
13,0.8,4,0,3,1,3,2
13,0.8,5,0,3,0,3,2
13,0.8,6,1,3,1,3,2
13,0.8,7,0,3,1,3,2
13,0.8,8,2,2,1,3,2
13,0.8,9,0,3,0,3,2
13,0.8,10,0,1,2,3,2
13,1,1,0,3,1,3,2
13,1,2,0,2,0,3,2
13,1,3,1,1,1,3,2
13,1,4,1,2,0,3,2
13,1,5,1,3,2,3,2
13,1,6,0,3,1,3,2
13,1,7,1,2,1,3,2
13,1,8,1,3,2,2,2
13,1,9,0,3,1,3,2
13,1,10,0,3,2,3,2
13,1.2,1,1,3,0,3,2
13,1.2,2,1,1,1,3,2
13,1.2,3,1,3,1,3,2
13,1.2,4,0,3,1,3,2
13,1.2,5,0,3,0,3,2
13,1.2,6,0,3,1,3,2
13,1.2,7,0,3,0,2,2
13,1.2,8,1,3,0,2,2
13,1.2,9,1,3,1,2,2
13,1.2,10,0,3,1,3,2
13,1.4,1,1,2,0,3,2
13,1.4,2,1,3,0,3,2
13,1.4,3,0,2,1,2,2
13,1.4,4,1,1,2,3,2
13,1.4,5,1,2,1,3,2
13,1.4,6,0,2,2,3,2
13,1.4,7,0,3,0,3,2
13,1.4,8,1,2,1,3,2
13,1.4,9,1,2,0,3,2
13,1.4,10,0,3,2,3,2
13,1.6,1,1,2,0,3,2
13,1.6,2,1,3,1,3,2
13,1.6,3,1,2,1,3,2
13,1.6,4,1,3,0,2,2
13,1.6,5,0,2,3,3,2
13,1.6,6,0,2,0,2,2
13,1.6,7,1,3,0,3,2
13,1.6,8,1,0,2,3,2
13,1.6,9,0,2,0,2,2
13,1.6,10,1,2,2,3,2
13,1.8,1,1,1,1,3,2
13,1.8,2,0,2,0,3,2
13,1.8,3,2,3,1,3,2
13,1.8,4,1,1,2,2,2
13,1.8,5,1,3,2,2,2
13,1.8,6,0,3,0,3,2
13,1.8,7,2,1,3,2,2
13,1.8,8,0,2,1,3,2
13,1.8,9,0,2,2,3,2
13,1.8,10,0,1,1,3,2
13,2,1,2,0,0,3,2
13,2,2,1,2,0,1,2
13,2,3,0,2,0,1,2
13,2,4,0,2,1,3,2
13,2,5,0,2,0,3,2
13,2,6,1,2,0,3,2
13,2,7,0,1,0,3,2
13,2,8,1,3,1,3,2
13,2,9,1,2,0,2,2
13,2,10,1,3,0,3,2
14,0.2,1,2,2,1,2,0
14,0.2,2,1,2,1,2,0
14,0.2,3,1,2,1,2,0
14,0.2,4,1,2,1,2,0
14,0.2,5,1,2,1,2,0
14,0.2,6,1,2,1,2,0
14,0.2,7,1,2,1,2,0
14,0.2,8,1,2,1,2,0
14,0.2,9,1,2,1,2,0
14,0.2,10,2,2,1,2,0
14,0.4,1,1,2,1,2,0
14,0.4,2,1,2,1,2,0
14,0.4,3,1,2,1,2,0
14,0.4,4,1,2,2,2,0
14,0.4,5,1,2,1,2,0
14,0.4,6,1,2,1,2,0
14,0.4,7,1,2,1,2,0
14,0.4,8,1,2,1,2,0
14,0.4,9,1,2,2,2,0
14,0.4,10,1,2,1,2,0
14,0.6,1,1,2,1,2,0
14,0.6,2,1,2,2,2,0
14,0.6,3,2,2,1,2,0
14,0.6,4,1,2,1,2,0
14,0.6,5,1,2,2,2,0
14,0.6,6,1,2,1,2,0
14,0.6,7,1,2,1,2,0
14,0.6,8,2,2,2,2,0
14,0.6,9,1,1,2,2,0
14,0.6,10,2,2,2,2,0
14,0.8,1,1,2,1,2,0
14,0.8,2,1,2,1,2,0
14,0.8,3,1,2,1,2,0
14,0.8,4,1,2,1,2,0
14,0.8,5,1,2,2,2,0
14,0.8,6,1,2,2,2,0
14,0.8,7,2,2,1,2,0
14,0.8,8,1,2,2,2,0
14,0.8,9,0,2,1,2,0
14,0.8,10,2,2,1,2,0
14,1,1,1,2,1,2,0
14,1,2,2,2,2,2,0
14,1,3,0,1,1,2,0
14,1,4,1,2,2,1,0
14,1,5,1,2,1,2,0
14,1,6,1,2,2,2,0
14,1,7,2,2,3,2,0
14,1,8,1,2,1,2,0
14,1,9,1,2,1,2,0
14,1,10,1,2,2,1,0
14,1.2,1,1,2,1,2,0
14,1.2,2,2,1,0,2,0
14,1.2,3,1,2,1,1,0
14,1.2,4,2,2,2,1,0
14,1.2,5,0,2,2,1,0
14,1.2,6,2,2,2,2,0
14,1.2,7,1,2,1,2,0
14,1.2,8,1,1,1,2,0
14,1.2,9,1,2,1,2,0
14,1.2,10,1,2,1,2,0
14,1.4,1,0,2,2,2,0
14,1.4,2,1,2,1,2,0
14,1.4,3,1,1,1,2,0
14,1.4,4,2,2,2,2,0
14,1.4,5,2,2,1,2,0
14,1.4,6,1,2,2,2,0
14,1.4,7,2,2,1,1,0
14,1.4,8,1,2,1,1,0
14,1.4,9,2,2,2,2,0
14,1.4,10,1,2,2,2,0
14,1.6,1,1,2,1,2,0
14,1.6,2,1,2,2,2,0
14,1.6,3,1,2,1,2,0
14,1.6,4,1,2,1,2,0
14,1.6,5,1,2,1,2,0
14,1.6,6,1,1,1,2,0
14,1.6,7,1,2,1,2,0
14,1.6,8,2,2,1,2,0
14,1.6,9,1,2,1,1,0
14,1.6,10,1,2,1,2,0
14,1.8,1,1,2,1,2,0
14,1.8,2,2,2,1,2,0
14,1.8,3,1,2,1,2,0
14,1.8,4,1,2,2,1,0
14,1.8,5,1,2,2,2,0
14,1.8,6,1,2,1,2,0
14,1.8,7,2,2,2,2,0
14,1.8,8,2,2,1,2,0
14,1.8,9,1,2,2,2,0
14,1.8,10,1,2,2,2,0
14,2,1,0,2,1,2,0
14,2,2,0,1,2,2,0
14,2,3,0,2,1,2,0
14,2,4,1,2,2,2,0
14,2,5,2,2,1,2,0
14,2,6,1,1,2,1,0
14,2,7,2,2,2,2,0
14,2,8,1,2,2,1,0
14,2,9,1,2,1,1,0
14,2,10,2,2,1,2,0
15,0.2,1,2,1,2,1,1
15,0.2,2,3,1,2,1,1
15,0.2,3,2,1,2,1,1
15,0.2,4,1,1,2,1,1
15,0.2,5,2,1,2,1,1
15,0.2,6,2,1,2,1,1
15,0.2,7,1,1,2,1,1
15,0.2,8,2,1,2,1,1
15,0.2,9,2,1,2,1,1
15,0.2,10,2,1,2,1,1
15,0.4,1,2,1,2,1,1
15,0.4,2,2,1,2,1,1
15,0.4,3,2,1,2,1,1
15,0.4,4,2,1,2,1,1
15,0.4,5,2,1,2,1,1
15,0.4,6,2,1,2,1,1
15,0.4,7,1,1,2,1,1
15,0.4,8,1,1,2,1,1
15,0.4,9,3,1,2,1,1
15,0.4,10,2,1,2,1,1
15,0.6,1,3,1,2,1,1
15,0.6,2,1,1,2,1,1
15,0.6,3,1,1,2,1,1
15,0.6,4,1,1,1,1,1
15,0.6,5,2,1,2,1,1
15,0.6,6,3,1,2,1,1
15,0.6,7,3,1,2,1,1
15,0.6,8,2,1,2,1,1
15,0.6,9,3,1,2,1,1
15,0.6,10,2,1,2,1,1
15,0.8,1,3,1,2,1,1
15,0.8,2,1,1,2,1,1
15,0.8,3,2,1,2,1,1
15,0.8,4,1,1,2,1,1
15,0.8,5,2,1,2,1,1
15,0.8,6,1,1,2,1,1
15,0.8,7,1,1,2,1,1
15,0.8,8,2,1,2,1,1
15,0.8,9,2,1,1,1,1
15,0.8,10,3,1,2,1,1
15,1,1,3,1,2,1,1
15,1,2,1,1,2,1,1
15,1,3,2,1,0,1,1
15,1,4,1,1,1,1,1
15,1,5,2,1,2,1,1
15,1,6,2,1,2,1,1
15,1,7,2,1,2,0,1
15,1,8,3,1,2,1,1
15,1,9,2,1,2,1,1
15,1,10,2,1,2,1,1
15,1.2,1,2,1,2,1,1
15,1.2,2,2,1,1,1,1
15,1.2,3,3,1,2,1,1
15,1.2,4,2,1,2,1,1
15,1.2,5,2,1,2,1,1
15,1.2,6,3,1,2,1,1
15,1.2,7,1,1,2,1,1
15,1.2,8,2,1,2,1,1
15,1.2,9,0,1,2,1,1
15,1.2,10,1,1,1,1,1
15,1.4,1,2,0,2,1,1
15,1.4,2,2,1,2,1,1
15,1.4,3,2,1,2,1,1
15,1.4,4,2,1,2,1,1
15,1.4,5,1,1,2,1,1
15,1.4,6,0,1,2,1,1
15,1.4,7,2,1,2,1,1
15,1.4,8,1,1,2,1,1
15,1.4,9,2,1,2,1,1
15,1.4,10,1,1,2,1,1
15,1.6,1,2,1,1,1,1
15,1.6,2,2,1,2,1,1
15,1.6,3,1,1,1,1,1
15,1.6,4,2,1,2,1,1
15,1.6,5,2,1,2,1,1
15,1.6,6,1,0,2,1,1
15,1.6,7,2,1,1,1,1
15,1.6,8,2,1,2,1,1
15,1.6,9,2,1,1,2,1
15,1.6,10,1,1,3,0,1
15,1.8,1,2,1,2,1,1
15,1.8,2,2,1,1,1,1
15,1.8,3,3,1,1,1,1
15,1.8,4,2,1,2,1,1
15,1.8,5,2,1,1,1,1
15,1.8,6,3,1,2,1,1
15,1.8,7,1,1,2,1,1
15,1.8,8,2,0,2,1,1
15,1.8,9,2,1,1,1,1
15,1.8,10,2,0,2,1,1
15,2,1,2,0,2,1,1
15,2,2,1,1,1,0,1
15,2,3,2,0,3,1,1
15,2,4,2,1,2,1,1
15,2,5,2,1,1,1,1
15,2,6,2,2,1,2,1
15,2,7,2,0,1,0,1
15,2,8,0,1,2,0,1
15,2,9,1,0,2,1,1
15,2,10,2,1,2,1,1
1,0,1,1,1,1,1,2
1,0,2,1,1,1,1,2
1,0,3,1,1,1,1,2
1,0,4,1,1,1,1,2
1,0,5,1,1,1,1,2
1,0,6,1,1,1,1,2
1,0,7,1,1,1,1,2
1,0,8,1,1,1,1,2
1,0,9,1,1,1,1,2
1,0,10,1,1,1,1,2
2,0,1,2,3,2,3,1
2,0,2,2,3,2,3,1
2,0,3,2,3,2,3,1
2,0,4,2,3,2,3,1
2,0,5,2,3,2,3,1
2,0,6,2,3,2,3,1
2,0,7,2,3,2,3,1
2,0,8,2,3,2,3,1
2,0,9,2,3,2,3,1
2,0,10,2,3,2,3,1
3,0,1,1,1,1,1,2
3,0,2,1,1,1,1,2
3,0,3,1,1,1,1,2
3,0,4,1,1,1,1,2
3,0,5,1,1,1,1,2
3,0,6,1,1,1,1,2
3,0,7,1,1,1,1,2
3,0,8,1,1,1,1,2
3,0,9,1,1,1,1,2
3,0,10,1,1,1,1,2
4,0,1,0,2,0,2,2
4,0,2,0,2,0,2,2
4,0,3,0,2,0,2,2
4,0,4,0,2,0,2,2
4,0,5,0,2,0,2,2
4,0,6,0,2,0,2,2
4,0,7,0,2,0,2,2
4,0,8,0,2,0,2,2
4,0,9,0,2,0,2,2
4,0,10,0,2,0,2,2
5,0,1,1,2,0,2,1
5,0,2,1,2,0,2,1
5,0,3,1,2,0,2,1
5,0,4,1,2,0,2,1
5,0,5,1,2,0,2,1
5,0,6,1,2,0,2,1
5,0,7,1,2,0,2,1
5,0,8,1,2,0,2,1
5,0,9,1,2,0,2,1
5,0,10,1,2,0,2,1
6,0,1,2,3,1,3,3
6,0,2,2,3,1,3,3
6,0,3,2,3,1,3,3
6,0,4,2,3,1,3,3
6,0,5,2,3,1,3,3
6,0,6,2,3,1,3,3
6,0,7,2,3,1,3,3
6,0,8,2,3,1,3,3
6,0,9,2,3,1,3,3
6,0,10,2,3,1,3,3
7,0,1,1,1,0,1,0
7,0,2,1,1,0,1,0
7,0,3,1,1,0,1,0
7,0,4,1,1,0,1,0
7,0,5,1,1,0,1,0
7,0,6,1,1,0,1,0
7,0,7,1,1,0,1,0
7,0,8,1,1,0,1,0
7,0,9,1,1,0,1,0
7,0,10,1,1,0,1,0
8,0,1,1,2,1,2,0
8,0,2,1,2,1,2,0
8,0,3,1,2,1,2,0
8,0,4,1,2,1,2,0
8,0,5,1,2,1,2,0
8,0,6,1,2,1,2,0
8,0,7,1,2,1,2,0
8,0,8,1,2,1,2,0
8,0,9,1,2,1,2,0
8,0,10,1,2,1,2,0
9,0,1,2,3,2,3,0
9,0,2,2,3,2,3,0
9,0,3,2,3,2,3,0
9,0,4,2,3,2,3,0
9,0,5,2,3,2,3,0
9,0,6,2,3,2,3,0
9,0,7,2,3,2,3,0
